id,gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay,arrival_delay,satisfaction,satisfied_or_no
113150,Male,"Loyal Customer",40,"Business travel",Business,2802,2,2,2,2,2,5,4,4,4,4,4,3,4,4,31,23,"satisfied",1
101662,Male,"Loyal Customer",46,"Business travel",Business,2106,3,5,5,5,3,3,3,3,3,3,3,1,3,2,24,0,"neutral or dissatisfied",0
76362,Female,"Loyal Customer",40,"Personal Travel",Business,931,2,4,2,4,3,5,5,5,5,2,5,3,5,4,93,101,"neutral or dissatisfied",0
103160,Male,"Loyal Customer",40,"Business travel",Business,3799,2,2,5,2,2,4,5,5,5,5,5,3,5,3,81,96,"satisfied",1
6054,Female,"Loyal Customer",29,"Personal Travel",Eco,672,3,4,3,3,5,3,5,5,3,3,5,3,5,5,0,0,"neutral or dissatisfied",0
52694,Female,"Loyal Customer",53,"Business travel","Eco Plus",110,2,3,5,3,4,3,3,3,3,2,3,2,3,4,0,0,"neutral or dissatisfied",0
81256,Female,"disloyal Customer",17,"Business travel",Business,1020,0,0,0,3,4,0,4,4,4,3,5,5,4,4,11,0,"satisfied",1
115026,Male,"Loyal Customer",27,"Business travel",Business,358,1,1,3,1,5,5,5,5,5,4,4,3,4,5,0,0,"satisfied",1
31424,Female,"Loyal Customer",77,"Business travel",Business,203,4,3,3,3,5,4,3,2,2,2,4,1,2,4,0,11,"neutral or dissatisfied",0
36154,Male,"Loyal Customer",36,"Business travel","Eco Plus",818,2,3,3,3,2,2,2,2,1,1,3,3,3,2,21,37,"neutral or dissatisfied",0
73038,Male,"Loyal Customer",43,"Personal Travel",Eco,1096,3,3,3,1,3,3,3,3,5,2,2,1,3,3,68,43,"neutral or dissatisfied",0
70922,Female,"Loyal Customer",68,"Business travel",Business,2832,3,3,3,3,3,4,5,3,3,4,3,5,3,3,113,105,"satisfied",1
6442,Male,"Loyal Customer",28,"Personal Travel",Eco,296,3,5,3,2,5,3,5,5,3,4,5,3,5,5,17,13,"neutral or dissatisfied",0
23792,Male,"disloyal Customer",25,"Business travel",Eco,374,2,1,2,1,4,2,4,4,3,3,1,3,1,4,25,29,"neutral or dissatisfied",0
62854,Female,"Loyal Customer",39,"Business travel",Business,2446,2,2,2,2,2,5,5,4,4,4,4,4,4,3,0,0,"satisfied",1
125922,Female,"Loyal Customer",55,"Personal Travel",Eco,993,1,4,1,1,2,4,4,3,3,1,3,3,3,4,0,0,"neutral or dissatisfied",0
101735,Male,"Loyal Customer",58,"Business travel",Business,1590,3,3,3,3,5,5,4,4,4,4,4,3,4,4,2,0,"satisfied",1
13793,Female,"Loyal Customer",18,"Business travel","Eco Plus",878,0,5,0,4,4,0,4,4,1,2,3,1,2,4,20,20,"satisfied",1
45544,Female,"Loyal Customer",64,"Business travel",Business,166,5,5,5,5,2,4,1,5,5,5,4,5,5,2,0,0,"satisfied",1
128499,Male,"Loyal Customer",7,"Personal Travel",Eco,304,4,4,4,4,5,4,5,5,4,4,3,2,2,5,0,0,"neutral or dissatisfied",0
75319,Male,"Loyal Customer",41,"Business travel",Business,2556,3,3,3,3,5,5,5,3,3,4,4,5,3,5,0,11,"satisfied",1
63062,Female,"Loyal Customer",56,"Personal Travel",Eco,948,3,3,3,3,1,4,4,3,3,3,3,1,3,3,0,0,"neutral or dissatisfied",0
69088,Male,"Loyal Customer",9,"Personal Travel",Eco,1389,1,4,1,4,1,1,1,1,3,2,4,4,5,1,0,0,"neutral or dissatisfied",0
56055,Male,"Loyal Customer",25,"Personal Travel",Eco,2475,3,5,3,2,3,3,3,3,3,2,5,5,4,3,0,0,"neutral or dissatisfied",0
23256,Male,"disloyal Customer",24,"Business travel",Eco,783,1,1,1,3,4,1,1,4,1,5,3,2,2,4,0,0,"neutral or dissatisfied",0
2766,Female,"Loyal Customer",55,"Business travel",Business,764,2,2,2,2,2,4,4,5,5,5,5,5,5,3,0,0,"satisfied",1
88472,Female,"disloyal Customer",17,"Business travel",Eco,406,3,3,3,3,4,3,4,4,2,5,3,1,4,4,40,29,"neutral or dissatisfied",0
92733,Female,"Loyal Customer",55,"Business travel",Business,1298,2,2,2,2,4,4,5,5,5,5,5,5,5,4,0,0,"satisfied",1
8997,Male,"Loyal Customer",37,"Business travel",Business,2214,4,1,1,1,2,3,3,4,4,3,4,1,4,1,28,19,"neutral or dissatisfied",0
72815,Male,"Loyal Customer",25,"Business travel","Eco Plus",645,3,5,5,5,3,3,2,3,2,5,4,4,3,3,86,82,"neutral or dissatisfied",0
37792,Male,"Loyal Customer",46,"Business travel","Eco Plus",944,5,2,5,2,5,5,5,5,1,1,5,5,5,5,0,0,"satisfied",1
115023,Male,"Loyal Customer",39,"Business travel",Business,308,5,5,4,5,3,5,5,4,4,4,4,4,4,4,4,8,"satisfied",1
127160,Female,"Loyal Customer",27,"Personal Travel",Eco,651,2,2,2,3,1,2,1,1,1,5,4,2,3,1,124,114,"neutral or dissatisfied",0
115148,Female,"disloyal Customer",21,"Business travel",Eco,337,2,1,2,4,2,2,2,4,2,4,3,2,2,2,137,138,"neutral or dissatisfied",0
43633,Female,"Loyal Customer",39,"Personal Travel",Eco,119,2,2,0,3,0,3,3,2,2,3,3,3,1,3,187,191,"neutral or dissatisfied",0
26473,Male,"Loyal Customer",64,"Personal Travel",Eco,919,3,5,3,3,2,3,2,2,5,1,1,4,3,2,0,0,"neutral or dissatisfied",0
42952,Female,"disloyal Customer",27,"Business travel",Eco,259,2,5,3,4,2,3,2,2,1,1,5,4,3,2,0,0,"neutral or dissatisfied",0
40592,Male,"disloyal Customer",37,"Business travel",Eco,117,3,1,3,4,5,3,5,5,4,2,3,2,3,5,0,0,"neutral or dissatisfied",0
120510,Female,"Loyal Customer",63,"Personal Travel","Eco Plus",449,5,3,5,3,2,4,4,2,2,5,2,3,2,1,0,0,"satisfied",1
125418,Male,"disloyal Customer",32,"Business travel",Business,735,2,2,2,3,4,2,4,4,5,5,5,4,4,4,0,0,"neutral or dissatisfied",0
18427,Female,"Loyal Customer",59,"Business travel",Business,201,3,3,3,3,3,4,4,3,3,4,5,3,3,3,1,0,"satisfied",1
45697,Female,"Loyal Customer",40,"Business travel","Eco Plus",896,2,1,1,1,2,2,2,2,2,5,4,3,3,2,8,10,"neutral or dissatisfied",0
55250,Male,"Loyal Customer",57,"Personal Travel",Eco,1009,3,5,3,3,4,3,4,4,3,3,5,4,4,4,26,27,"neutral or dissatisfied",0
49711,Male,"disloyal Customer",25,"Business travel",Eco,156,2,5,2,4,1,2,1,1,3,5,1,2,5,1,0,0,"neutral or dissatisfied",0
41865,Male,"Loyal Customer",25,"Personal Travel",Eco,483,3,1,3,4,5,3,5,5,4,5,4,5,5,5,5,0,"neutral or dissatisfied",0
67501,Male,"Loyal Customer",60,"Personal Travel","Eco Plus",641,3,5,3,1,5,3,5,5,3,2,5,5,5,5,7,0,"neutral or dissatisfied",0
92116,Male,"Loyal Customer",61,"Personal Travel",Eco,1532,2,1,3,3,2,3,2,2,2,5,4,1,3,2,0,0,"neutral or dissatisfied",0
43629,Male,"Loyal Customer",15,"Personal Travel",Eco,190,2,5,2,5,1,2,1,1,4,4,4,4,5,1,7,0,"neutral or dissatisfied",0
19680,Female,"Loyal Customer",51,"Business travel",Eco,409,4,2,5,2,1,2,4,4,4,4,4,3,4,3,12,6,"satisfied",1
48176,Female,"Loyal Customer",23,"Business travel",Business,236,3,4,4,4,3,3,3,3,3,5,3,3,4,3,0,0,"neutral or dissatisfied",0
107843,Male,"Loyal Customer",45,"Business travel",Business,2539,4,4,4,4,2,4,4,5,5,5,5,4,5,3,10,3,"satisfied",1
1878,Male,"Loyal Customer",13,"Personal Travel",Eco,931,5,5,5,3,4,5,4,4,4,4,5,5,4,4,0,4,"satisfied",1
76953,Female,"disloyal Customer",31,"Business travel",Business,1990,2,2,2,2,5,2,5,5,3,2,3,4,4,5,18,6,"neutral or dissatisfied",0
66370,Male,"Loyal Customer",40,"Business travel",Business,3298,3,3,3,3,2,4,5,3,3,3,3,4,3,5,0,0,"satisfied",1
790,Female,"Loyal Customer",47,"Business travel",Business,482,2,2,2,2,5,4,5,4,4,4,4,5,4,4,9,0,"satisfied",1
41623,Male,"Loyal Customer",15,"Personal Travel","Eco Plus",1504,3,3,3,1,2,3,2,2,4,5,1,4,1,2,0,0,"neutral or dissatisfied",0
40956,Female,"disloyal Customer",41,"Business travel",Eco,601,1,4,1,3,4,1,4,4,3,1,3,4,2,4,1,0,"neutral or dissatisfied",0
